Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Returns
25-11-2016,786.5,786.75,777.9,780.37,1837068,0,1,786.5,786.75,777.9,780.37,1837068,-0.01742763
28-11-2016,776.99,777,764.24,766.77,4438828,0,1,776.99,777,764.24,766.77,4438828,-0.005542731
29-11-2016,768,769.89,761.32,762.52,3272344,0,1,768,769.89,761.32,762.52,3272344,-0.01567172
30-11-2016,762,768.09,750.25,750.57,4625946,0,1,762,768.09,750.25,750.57,4625946,-0.00921966
01-12-2016,752.41,753.37,738.03,743.65,4665993,0,1,752.41,753.37,738.03,743.65,4665993,-0.004451019
02-12-2016,743.4,748.4903,736.7,740.34,3561307,0,1,743.4,748.4903,736.7,740.34,3561307,0.025690899
05-12-2016,745,761.49,742,759.36,4314723,0,1,745,761.49,742,759.36,4314723,0.007058576
06-12-2016,763.99,768.24,757.25,764.72,3794746,0,1,763.99,768.24,757.25,764.72,3794746,0.007453709
07-12-2016,764.55,770.42,755.82,770.42,3684906,0,1,764.55,770.42,755.82,770.42,3684906,-0.004010799
08-12-2016,771.87,773.79,765.19,767.33,3189608,0,1,771.87,773.79,765.19,767.33,3189608,0.001733283
09-12-2016,770,770.25,765.34,768.66,2470923,0,1,770,770.25,765.34,768.66,2470923,-0.011110244
12-12-2016,766.4,766.89,757.2,760.12,2963945,0,1,766.4,766.89,757.2,760.12,2963945,0.018707572
13-12-2016,764.96,782.46,762,774.34,5285288,0,1,764.96,782.46,762,774.34,5285288,-0.007128651
14-12-2016,778.25,780.86,762.81,768.82,5454836,0,1,778.25,780.86,762.81,768.82,5454836,-0.010171432
15-12-2016,766.28,769.1,760.31,761,3801927,0,1,766.28,769.1,760.31,761,3801927,-0.004244415
